"dep","dur","mem","jour","temp","prec","pointe"
2021-08-01 17:01:32,1442,0,"dimanche",16.9,0,2
2021-09-19 08:48:36,628,0,"dimanche",15.4,0,1
2021-09-05 09:59:15,635,0,"dimanche",19.5,13.6,1
2021-09-05 08:46:04,855,0,"dimanche",19.5,13.6,1
2021-09-19 08:56:22,1300,0,"dimanche",15.4,0,1
2021-09-12 09:35:42,539,0,"dimanche",19.1,0,1
2021-09-12 11:10:10,1423,0,"dimanche",19.1,0,3
2021-09-19 22:33:08,536,0,"dimanche",15.4,0,3
2021-09-12 14:08:49,691,0,"dimanche",19.1,0,3
2021-09-05 10:34:29,1349,0,"dimanche",19.5,13.6,3
2021-09-26 03:19:04,743,0,"dimanche",16.7,0,3
2021-09-05 18:58:00,591,0,"dimanche",19.5,13.6,2
2021-09-26 16:36:58,2940,0,"dimanche",16.7,0,2
2021-09-26 15:02:55,1013,0,"dimanche",16.7,0,2
2021-09-19 15:34:43,662,0,"dimanche",15.4,0,2
2021-09-19 17:02:29,770,0,"dimanche",15.4,0,2
2021-10-24 09:25:47,292,0,"dimanche",7.3,0,1
2021-10-24 09:00:43,617,0,"dimanche",7.3,0,1
2021-10-03 09:28:29,431,0,"dimanche",13,0.7,1
2021-10-10 06:49:34,559,0,"dimanche",16.2,0,1
2021-10-10 09:22:34,1588,0,"dimanche",16.2,0,1
2021-10-31 13:44:55,609,0,"dimanche",9.6,37,3
2021-10-10 01:46:58,214,0,"dimanche",16.2,0,3
2021-10-24 11:24:36,248,0,"dimanche",7.3,0,3
2021-10-17 14:37:50,812,0,"dimanche",11.1,0.2,3
2021-10-10 12:08:31,1085,0,"dimanche",16.2,0,3
2021-10-10 16:40:22,990,0,"dimanche",16.2,0,2
2021-10-10 18:04:51,1000,0,"dimanche",16.2,0,2
2021-10-17 17:40:50,791,0,"dimanche",11.1,0.2,2
2021-10-10 18:30:25,407,0,"dimanche",16.2,0,2
2021-10-03 17:00:12,1266,0,"dimanche",13,0.7,2
2021-05-13 09:33:42,984,0,"jeudi",13.4,0,1
2021-05-13 06:35:18,624,0,"jeudi",13.4,0,1
2021-05-27 09:14:23,323,0,"jeudi",11.5,0,1
2021-05-27 08:56:29,543,0,"jeudi",11.5,0,1
2021-05-20 08:35:54,860,0,"jeudi",23.4,0,1
2021-05-20 13:45:16,1914,0,"jeudi",23.4,0,3
2021-05-27 13:20:14,1223,0,"jeudi",11.5,0,3
2021-05-27 13:12:31,1284,0,"jeudi",11.5,0,3
2021-05-06 13:39:16,526,0,"jeudi",10.2,0,3
2021-05-06 11:17:29,785,0,"jeudi",10.2,0,3
2021-05-27 18:39:25,850,0,"jeudi",11.5,0,2
2021-05-13 17:32:33,572,0,"jeudi",13.4,0,2
2021-05-06 15:41:58,434,0,"jeudi",10.2,0,2
2021-05-06 17:17:16,4181,0,"jeudi",10.2,0,2
2021-05-20 18:41:42,3071,0,"jeudi",23.4,0,2
2021-06-17 08:53:35,938,0,"jeudi",18.2,0,1
2021-06-17 07:05:23,1458,0,"jeudi",18.2,0,1
2021-06-10 07:23:29,785,0,"jeudi",18.5,0,1
2021-06-03 07:45:10,297,0,"jeudi",17.5,6.3,1
2021-06-10 06:11:45,226,0,"jeudi",18.5,0,1
2021-06-03 01:05:51,1058,0,"jeudi",17.5,6.3,3
2021-06-17 21:44:38,727,0,"jeudi",18.2,0,3
2021-06-24 23:24:51,2859,0,"jeudi",20.4,0,3
2021-06-10 02:19:20,6078,0,"jeudi",18.5,0,3
2021-06-17 22:53:35,1073,0,"jeudi",18.2,0,3
2021-06-10 17:56:16,555,0,"jeudi",18.5,0,2
2021-06-17 16:32:52,1135,0,"jeudi",18.2,0,2
2021-06-17 16:59:48,533,0,"jeudi",18.2,0,2
2021-06-17 18:05:17,1608,0,"jeudi",18.2,0,2
2021-06-10 16:06:57,782,0,"jeudi",18.5,0,2
2021-07-29 08:50:09,985,0,"jeudi",17.7,0.7,1
2021-07-08 08:00:34,923,0,"jeudi",17.2,16.1,1
2021-07-08 08:23:35,1811,0,"jeudi",17.2,16.1,1
2021-07-15 09:57:52,395,0,"jeudi",25.3,3.2,1
2021-07-15 06:47:53,811,0,"jeudi",25.3,3.2,1
2021-07-08 14:06:48,1013,0,"jeudi",17.2,16.1,3
2021-07-01 20:37:40,416,0,"jeudi",20.6,0,3
2021-07-01 21:24:49,2622,0,"jeudi",20.6,0,3
2021-07-22 12:30:32,763,0,"jeudi",19.6,0,3
2021-07-29 00:03:51,2179,0,"jeudi",17.7,0.7,3
2021-07-01 17:13:07,4216,0,"jeudi",20.6,0,2
