"dep","dur","mem","jour","temp","prec","pointe"
2021-09-18 18:28:46,624,0,"samedi",18.7,0,2
2021-09-04 16:54:37,1455,0,"samedi",19,0,2
2021-09-18 17:20:18,1218,0,"samedi",18.7,0,2
2021-09-11 17:25:30,821,0,"samedi",18.4,0,2
2021-09-18 16:53:27,633,0,"samedi",18.7,0,2
2021-10-23 07:29:32,552,0,"samedi",4.9,0,1
2021-10-16 09:10:49,1320,0,"samedi",15.8,18.7,1
2021-10-09 06:53:03,478,0,"samedi",16,0,1
2021-10-23 09:50:38,353,0,"samedi",4.9,0,1
2021-10-09 09:33:59,833,0,"samedi",16,0,1
2021-10-30 02:28:18,859,0,"samedi",8.2,11.6,3
2021-10-09 11:24:10,2326,0,"samedi",16,0,3
2021-10-09 20:37:04,991,0,"samedi",16,0,3
2021-10-23 00:37:30,269,0,"samedi",4.9,0,3
2021-10-09 01:20:36,589,0,"samedi",16,0,3
2021-10-16 15:49:43,1084,0,"samedi",15.8,18.7,2
2021-10-23 17:51:17,2216,0,"samedi",4.9,0,2
2021-10-09 18:54:47,481,0,"samedi",16,0,2
2021-10-09 15:16:09,2470,0,"samedi",16,0,2
2021-10-23 18:34:52,586,0,"samedi",4.9,0,2
2021-05-02 08:00:36,411,0,"dimanche",10,0,1
2021-05-30 09:02:35,2776,0,"dimanche",13.6,0.9,1
2021-05-30 07:58:21,844,0,"dimanche",13.6,0.9,1
2021-05-02 07:44:44,1825,0,"dimanche",10,0,1
2021-05-30 09:19:17,581,0,"dimanche",13.6,0.9,1
2021-05-16 20:41:23,519,0,"dimanche",15.8,0.3,3
2021-05-23 12:22:18,1311,0,"dimanche",15.8,0.5,3
2021-05-16 14:43:44,637,0,"dimanche",15.8,0.3,3
2021-05-16 12:31:35,2746,0,"dimanche",15.8,0.3,3
2021-05-02 13:04:24,2099,0,"dimanche",10,0,3
2021-05-16 17:19:06,747,0,"dimanche",15.8,0.3,2
2021-05-16 18:35:32,706,0,"dimanche",15.8,0.3,2
2021-05-09 16:46:53,892,0,"dimanche",11.4,0,2
